1745331308.821798,36,-72,715,6,26,26,-2,1,-26,-26,-5,-7,26,25,11,14,-23,-21,-22,-122,-25,59,64,-82,0,5,27,-65,34,25,-5,-29,7,-5,-47,51,6,-21,-7,11,-1,11,30,48,-37,-25,59,55,-4,-35,60,-4,4,-44,39
1745331309.1277614,35,-72,718,-27,-1,-4,27,26,7,11,-24,-21,-14,-17,20,18,20,26,-15,47,-113,-75,47,15,-84,-31,1,-22,-75,-3,27,-3,-34,46,7,-17,42,12,-13,1,10,-30,6,29,55,-50,-36,-5,59,-49,-53,0,1,-30,-59
1745331309.4260864,20,-66,721,53,-7,0,-53,-53,-4,-10,51,49,18,24,-47,-44,-30,-39,36,-106,59,31,-28,40,67,41,24,90,76,2,-32,35,10,-83,-25,84,-24,-75,-34,14,10,-16,-56,-16,-26,18,14,-31,-26,101,62,-27,10,102,32
1745331309.7243373,15,-69,724,26,-12,-9,-28,-28,6,2,29,30,1,4,-29,-28,-8,-16,23,-118,44,22,-4,16,64,26,23,57,57,11,-32,42,-8,-67,-48,72,-14,-68,-37,0,0,-33,-47,7,-30,-14,17,-1,6,60,61,-20,4,67,34
1745331310.0361476,30,-69,727,24,-36,-34,-29,-33,29,25,36,40,-22,-16,-41,-43,10,3,48,104,68,-55,-83,122,6,7,-29,113,-38,-53,-6,40,-33,-52,59,-17,-43,-20,22,2,6,-18,-49,-61,32,56,-60,-64,5,96,-70,-13,24,106,-70
1745331310.333215,34,-72,730,4,28,29,0,2,-28,-28,-6,-10,27,25,12,15,-24,-22,-23,-126,2,74,52,-90,24,8,29,-68,60,31,-7,-32,22,-5,-51,44,3,-10,-8,4,-7,20,30,41,-52,-20,64,60,-22,-36,75,3,-4,-50,62
1745331310.622535,5,-75,733,-8,-9,-9,8,6,11,12,-5,-4,-12,-13,2,1,13,16,0,26,-122,-101,20,-12,29,-61,-7,-14,29,15,29,64,44,50,-63,-32,81,67,-72,-32,-21,34,-37,1,18,-24,-68,-37,63,-14,-13,9,-11,-45,-26
1745331310.9421504,35,-72,736,-21,18,15,23,25,-11,-8,-26,-27,5,1,28,28,2,8,-29,-51,-113,-19,86,-53,-69,-20,22,-72,-35,19,21,-28,-19,40,-29,18,43,-1,-17,8,5,-17,27,63,15,-64,9,40,45,-75,2,0,1,-66,-17
1745331311.2402754,0,-73,739,8,13,14,-6,-5,-15,-17,3,1,16,16,0,2,-15,-17,-8,-92,15,104,61,1,-27,37,66,-21,-11,11,-27,-44,-77,-64,-10,82,-5,-81,-5,19,43,-47,-14,35,-4,-30,59,72,-31,-42,70,-11,-6,5,101
1745331311.521262,34,-72,742,28,8,13,-26,-24,-15,-19,21,19,21,24,-16,-14,-25,-30,10,-43,115,70,-48,-7,90,28,1,33,79,0,-30,13,36,-52,-14,19,-38,-8,6,-4,-6,36,-7,-37,-54,53,43,-3,-63,55,63,-1,-4,35,67
1745331311.8533022,22,-66,745,52,16,24,-49,-46,-29,-34,42,38,40,43,-33,-27,-47,-54,15,-97,29,36,-27,12,81,24,35,50,98,-1,-27,27,18,-74,-53,76,4,-44,-52,11,16,15,-53,-14,-33,26,24,-13,-46,66,103,-32,1,79,70
1745331312.127926,10,-84,748,4,-2,-1,-4,-4,1,0,5,5,0,0,-4,-4,0,0,2,-51,-114,-48,25,-36,49,-38,21,-31,67,28,5,45,36,31,-96,15,83,28,-86,-21,-12,21,-59,28,-3,-36,-38,-5,39,-39,57,-2,-12,-20,35
1745331312.4277103,33,-71,751,-31,-12,-15,29,27,19,23,-24,-20,-27,-28,17,13,30,36,-9,50,-113,-72,50,11,-94,-28,-5,-37,-83,-2,35,-20,-39,54,20,-25,33,10,2,3,2,-40,9,37,54,-58,-47,6,64,-60,-72,8,8,-45,-75
1745331312.7245219,11,-77,754,10,3,4,-10,-9,-5,-7,8,8,8,8,-8,-6,-9,-7,0,-57,-113,-24,16,-54,42,-28,22,-42,65,30,6,36,36,35,-92,15,78,27,-81,-12,-12,31,-57,35,-1,-29,-31,-9,28,-47,66,-4,-14,-19,53
1745331313.0213885,28,-67,757,-3,52,50,10,17,-51,-47,-22,-28,45,40,34,38,-36,-29,-49,-109,-20,79,35,-92,59,0,24,-67,92,44,-27,-7,46,15,-87,30,42,12,-38,-14,3,49,24,29,-54,-13,74,49,-34,-52,108,-5,-36,-44,113
1745331313.3259156,16,-68,760,-30,13,10,31,32,-7,-1,-33,-33,-1,-6,33,32,10,17,-27,113,-55,-24,11,-18,-62,-31,-19,-62,-53,-8,31,-43,5,68,44,-70,18,66,31,-4,1,28,48,-5,28,9,-15,9,-3,-69,-60,18,-4,-69,-30
1745331313.6215816,28,-67,763,39,36,41,-35,-30,-45,-47,25,17,51,53,-10,-2,-53,-57,-5,-88,73,80,-40,-13,111,21,15,24,111,7,-51,33,33,-60,-66,50,1,-23,-36,-7,12,52,-26,-24,-56,50,55,2,-62,51,112,-30,-20,59,109
1745331313.930231,30,-69,766,-13,-46,-47,5,0,48,48,3,10,-46,-44,-17,-21,42,39,33,123,-28,-98,-18,85,-85,-16,-26,43,-107,-37,34,-2,-52,13,81,-43,-14,1,30,8,1,-52,-18,-13,67,-8,-85,-38,53,16,-122,8,28,21,-122
1745331314.2200181,8,-80,769,-5,-4,-5,5,4,5,6,-4,-4,-6,-6,3,1,6,8,-3,-93,-75,-32,64,6,50,-26,43,12,58,27,0,65,-5,-29,-90,51,68,-20,-91,-31,5,-16,-56,16,-7,-57,-19,17,48,0,45,-4,-12,-14,33
1745331314.5214844,28,-67,772,-33,-44,-48,26,21,51,53,-15,-7,-56,-56,0,-6,55,57,18,99,-57,-89,25,34,-107,-16,-21,-6,-117,-14,50,-28,-41,49,81,-52,-10,14,40,9,-10,-57,15,14,61,-40,-67,-14,60,-34,-121,27,23,-40,-120
1745331314.8347583,17,-67,775,36,11,17,-34,-32,-20,-25,27,25,28,31,-20,-17,-33,-37,7,-118,-29,31,6,-23,59,12,37,14,86,22,-16,32,28,-28,-73,68,29,-29,-66,7,4,13,-53,19,-18,-8,10,-8,-11,13,93,-19,-7,32,70
1745331315.131256,3,-74,778,-6,-16,-16,4,2,17,17,0,2,-17,-16,-2,-5,16,19,10,96,-83,-116,-41,-15,24,-53,-50,-9,17,-5,35,48,80,77,-21,-81,48,101,-25,-22,-43,54,-4,-19,14,19,-79,-73,47,18,-48,14,-3,-21,-74
1745331315.4318497,10,-83,781,-4,4,3,3,5,-2,-2,-5,-4,1,0,5,6,0,0,-2,81,94,38,-36,21,-58,30,-31,13,-73,-27,0,-52,-21,0,99,-36,-77,-1,91,22,6,-5,64,-27,10,45,26,-5,-39,21,-66,5,12,10,-40
1745331315.7466044,5,-75,784,11,-6,-5,-12,-13,3,1,13,13,0,1,-13,-13,-3,-7,16,107,63,17,-98,-24,-22,26,-53,-25,-23,-30,3,-62,46,44,70,-67,-58,45,86,31,-24,22,45,-16,-3,72,0,-47,-54,16,-8,8,11,38,-30
1745331316.0428853,16,-68,787,33,-9,-5,-33,-34,0,-3,33,33,7,12,-31,-29,-16,-23,23,-122,34,25,-8,11,68,27,26,56,69,12,-30,45,2,-67,-53,76,-7,-61,-45,3,-2,-21,-52,11,-30,-10,15,-6,1,60,74,-21,3,64,47
1745331316.337594,30,-68,790,-8,45,45,14,18,-43,-40,-24,-29,37,33,33,37,-28,-22,-46,-119,-19,78,50,-105,44,5,29,-77,78,48,-16,-17,46,21,-76,32,29,11,-26,-6,-2,39,35,35,-55,-24,78,52,-33,-60,102,5,-26,-65,98
1745331316.6278565,13,-72,793,-16,-14,-16,14,12,17,19,-10,-7,-20,-21,4,1,21,18,5,57,111,6,-16,64,-28,24,-25,53,-56,-32,-5,-21,-40,-47,80,-14,-73,-33,74,2,7,-42,45,-36,-5,21,22,8,-15,56,-67,4,16,27,-60
1745331316.9269247,27,-66,796,56,-15,-10,-57,-58,2,-4,58,57,11,19,-54,-53,-26,-37,49,7,109,5,-83,86,69,26,-1,111,40,-42,-28,45,-11,-94,16,35,-46,-47,-2,9,11,2,-60,-57,-7,69,-12,-48,-35,122,15,-31,21,125,4
1745331317.2243016,25,-66,799,-52,-23,-29,48,45,36,41,-39,-34,-46,-49,29,22,52,59,-11,76,-60,-49,47,-20,-99,-16,-26,-54,-100,12,38,-34,-13,82,51,-62,1,33,42,-1,-16,-30,49,25,38,-45,-31,8,51,-71,-102,36,3,-83,-83
1745331317.5227659,31,-69,802,-38,21,15,40,41,-10,-6,-42,-43,0,-4,42,41,11,20,-43,-63,-109,0,93,-89,-62,-23,19,-101,-10,37,26,-51,7,64,-27,1,42,21,-7,0,-5,-10,47,64,-2,-79,22,60,24,-112,7,21,-9,-109,-1
1745331317.821238,21,-66,805,43,-32,-26,-47,-50,18,11,53,54,-5,1,-55,-53,-8,-20,51,-48,98,4,-39,74,44,42,3,110,29,-18,-21,34,-8,-86,22,54,-62,-73,1,18,-1,-34,-42,-28,-12,29,0,-44,-13,124,6,-17,25,105,-24
1745331318.222694,26,-66,809,-49,-30,-35,45,40,40,46,-35,-27,-49,-52,21,15,54,59,-3,72,-67,-57,48,-10,-109,-14,-22,-41,-108,8,46,-35,-19,74,60,-60,0,27,39,0,-13,-42,39,24,47,-48,-40,5,54,-64,-106,37,5,-79,-91
1745331318.4348445,8,-80,811,5,4,5,-5,-5,-5,-6,3,3,6,6,-2,-1,-7,-8,3,100,70,36,-66,-9,-52,27,-41,-17,-59,-26,3,-65,7,33,91,-59,-64,24,89,29,-4,17,56,-19,9,59,14,-22,-48,-1,-48,7,11,13,-31
1745331318.8289866,31,-69,815,-34,27,22,37,40,-15,-11,-42,-42,7,1,43,43,4,15,-46,-80,-97,15,92,-98,-47,-20,22,-102,4,42,19,-49,20,61,-41,8,41,21,-8,0,-6,-5,52,66,-15,-76,37,63,13,-113,25,18,-12,-110,17
1745331319.029829,12,-74,817,12,-12,-11,-12,-14,9,7,15,16,-5,-3,-16,-17,1,-4,13,-122,34,8,17,23,69,16,30,53,62,8,-30,46,-16,-82,-62,78,0,-70,-45,-11,1,-43,-47,11,-38,-29,21,20,12,57,70,-17,1,54,32
1745331319.4340672,0,-73,821,0,18,17,2,4,-17,-17,-6,-9,15,13,11,12,-12,-10,-18,-92,-38,61,113,19,-26,-3,81,-8,-23,20,-19,5,-91,-57,-44,78,41,-73,-42,-7,52,-34,-39,31,13,-59,38,85,6,-77,43,-6,-11,-50,90
1745331319.6453543,23,-66,823,38,-43,-38,-44,-48,32,27,52,55,-19,-13,-57,-58,7,-7,60,8,98,-18,-48,88,17,38,-6,112,-10,-33,-4,24,-19,-79,55,31,-70,-63,19,20,-1,-42,-38,-40,2,39,-22,-50,-8,124,-30,-12,34,99,-55
1745331319.9235945,30,-68,826,-47,0,-7,47,46,11,17,-45,-41,-23,-28,39,34,32,41,-29,-1,-122,-38,86,-60,-95,-29,7,-89,-62,27,43,-51,-7,82,5,-24,36,26,7,3,-8,-30,46,61,24,-84,-11,44,45,-113,-43,28,1,-107,-48
1745331320.2270854,13,-71,829,13,19,20,-10,-7,-21,-22,4,2,23,23,0,2,-23,-19,-8,-30,-123,-9,12,-70,13,-29,20,-65,46,29,12,9,44,64,-72,-2,74,49,-65,0,-6,52,-34,34,13,-16,-25,-12,13,-73,53,-1,-17,-38,53
1745331320.5340595,11,-76,832,11,-5,-3,-12,-12,2,0,12,12,0,2,-12,-11,-3,-5,7,-109,-52,-12,24,-17,67,-9,34,2,77,25,-13,47,10,-30,-93,58,50,-24,-79,-14,-4,-9,-62,29,-22,-39,-6,11,28,4,81,-14,-8,16,50
1745331320.8345904,15,-68,835,4,29,29,0,3,-29,-29,-7,-9,28,26,12,16,-25,-20,-22,-13,-126,-2,22,-65,-2,-29,17,-70,37,29,17,-5,42,67,-52,-8,71,54,-52,2,1,56,-14,28,17,-15,-17,-6,0,-80,41,0,-20,-52,52
1745331321.134226,17,-67,838,-28,-25,-28,25,22,30,33,-18,-12,-36,-36,8,4,37,36,6,98,72,-24,-16,45,-46,3,-37,18,-85,-29,7,-20,-36,0,78,-53,-52,5,71,-6,-6,-31,43,-25,9,13,-8,4,14,19,-93,17,13,-5,-77
1745331321.4334426,0,-72,841,15,-7,-5,-16,-16,3,2,17,17,0,2,-17,-16,-4,-9,17,7,93,71,-98,-29,-4,69,-34,-15,18,-22,-11,-78,38,-11,66,-1,-82,-10,79,47,-16,-20,45,0,-35,54,33,-30,-74,64,48,-7,8,99,5
1745331321.720949,11,-76,844,9,-8,-8,-10,-11,7,5,12,12,-4,-2,-11,-13,0,-3,9,-126,1,0,32,16,70,6,36,37,72,18,-24,48,-11,-67,-77,77,21,-56,-68,-15,2,-34,-55,17,-33,-39,11,23,21,40,74,-16,-2,38,40
1745331322.021097,1,-73,847,-15,6,4,16,17,-2,0,-17,-17,-1,-3,16,15,5,11,-16,-24,-95,-72,98,24,10,-68,32,12,-8,25,13,77,-37,5,-68,9,82,3,-86,-46,14,16,-46,5,31,-60,-33,31,77,-57,-42,3,-9,-91,-2
1745331322.5406725,15,-68,852,30,3,8,-29,-28,-11,-14,26,24,17,20,-22,-20,-23,-26,12,-120,-24,17,9,-21,63,8,33,14,81,24,-20,39,17,-33,-78,65,27,-31,-68,1,-1,4,-55,25,-23,-19,8,-1,6,15,87,-18,-5,32,62
1745331322.722142,11,-76,854,9,8,9,-9,-8,-10,-10,6,5,11,12,-3,-2,-12,-8,-2,-21,-125,-29,1,-68,23,-35,11,-67,49,26,12,18,46,65,-81,-10,80,57,-65,-3,-14,49,-41,36,12,-19,-37,-17,26,-69,48,0,-17,-35,41
1745331322.9215055,3,-74,856,-16,1,-1,17,16,3,5,-15,-15,-6,-8,13,12,10,15,-14,-40,-115,-82,90,15,24,-68,30,11,15,28,15,88,-19,1,-80,16,92,10,-100,-47,4,14,-51,8,24,-65,-44,19,86,-38,-31,0,-13,-74,-6
1745331323.2453637,12,-74,859,16,7,9,-14,-12,-11,-13,11,9,15,15,-8,-6,-17,-14,0,-62,-111,-15,11,-62,42,-26,23,-49,67,29,2,27,38,39,-93,20,75,28,-79,-3,-10,36,-51,40,0,-27,-23,-7,23,-53,72,-8,-16,-17,59
